name,length
"타인의 요구사항을 사전에 파악하여 실천했던 경험에 대해 작성해 주십시오. (타인의 요구사항 파악 내용, 실천 당시의 어려웠던 점과 해결방안, 결과 등을 중심으로 서술)",93
지금까지의 경험 중 2인 이상이 모여 공동 작업을 진행했던 경험에 대해 작성해 주시기 바랍니다. 이 경험 속에서 지원자의 역할과 협력과정을 작성해 주시기 바랍니다.,91
"한국관광공사의 주요 사업을 분류하고, 각각의 특성에 대해 아시는 대로 작성해 주시기 바랍니다.",52
존경하는 인물(가족 제외)과 그 이유 (600 Byte),31
나의 장·단점 3가지 (600 Byte),22
나의 생활신조와 이의 구체적 실천 사례 (600 Byte),32
"타인이나 자신이 속한 조직을 위하여 자신을 버리거나 낮추어 헌신하였던 경험이 있다면 이를 구체적으로 설명하여 주세요. (1,200 Byte)",78
"자신의 삶에서 겪었던 심각하고 어려운 문제를 창의적인 생각과 상상력을 통해 해결한 사례가 있다면 이를 구체적으로 설명하여 주세요. (1,200 Byte)",85
"팀의 일원으로서 공동의 목표를 위해 협업해서 일했던 경험에 대해 기술하세요. (구체적인 목표, 본인이 맡았던 역할, 협업 시 힘들었던 점과 해결 방법, 협업의 결과 등)(500자 이내)",103
"고객(소비자)의 입장에서 갤러리아가 개선해야 할 점을 한 가지 기술하고, 이를 해결하기 위한 아이디어를 구체적으로 제안해보세요. (MD, 마케팅, 서비스, 편의시설 등)(500자 이내)",103
입사 후 본인의 구체적인 비전과 이를 달성하기 위한 자기개발 계획에 대해 기술하세요.(500자 이내),56
최근 사회이슈 중 중요하다고 생각되는 한 가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (1000자 이내),70
삼양그룹에 지원하는 동기를 기재해 주십시오. (삼양이 아니면 안되는 이유를 반드시 포함할 것),52
지원하는 분야를 선택하는 사유와 본인이 적합하다고 판단할 수 있는 근거를 기재해 주십시오.,50
삼양그룹에 입사 한 후 10년 뒤의 자신의 모습에 대하여 기재해 주십시오.,41
"수강했던 전공 기초과목들을 나열하고, 그 중 가장 관심이 있었던 과목과 그 이유를 서술하여 주세요.",55
"처음 프로그래밍을 시작한 시기와, 언제부터 프로그래밍에 재미를 느끼게 되었는지를 각각 기술하여 주세요.",57
인생을 통틀어 가장 열정적으로 몰두했던 경험에 대하여 서술하여 주세요.,39
"상기 서술한 사항 외 경력 관련하여 추가하실 내용이 있다면 자유롭게 기술해 주세요.(유관 동호회 활동, 블로그 운영, 수상경력, 사회봉사, 강의, 외국어 특기사항 및 소스코드나 포트폴리오 URL 등)",111
"성격(장,단점) 및 생활신조(150자 이내)",24
학교생활/사회봉사활동/연수 여행경험(150자 이내),28
경력사항(150자 이내),13
기타사항(150자 이내),13
"우리은행은 위비뱅크, 위비톡 등 창의적인 상품과 서비스로 금융시장의 변화를 주도하고 있습니다. 지원자의 창의적 사고를 바탕으로 이루어 낸 변화에 대하여 말씀하여 주세요. [1200 Bytes 이내] *",112
"최근에 접한 금융트렌드(혹은 기사) 중 관심 있는 주제 한 가지를 선택하고, 그에 관한 자신의 견해를 말씀하여 주세요. [1200 Bytes 이내] *",84
우리공사 지원사유,9
공사에서의 역할,8
주요업적 또는 기타사항(해당자에만 한함),22
"희망직무와 이를 준비해온 과정, 자신이 다른 지원자보다 희망직무에 더 적합한 이유를 기술해 주세요.",55
인생에 있어 가장 자랑스러운 성취와 그 과정을 구체적으로 기술하세요.,38
살아오면서 부딪쳤던 가장 큰 장애물과 그것을 극복하기 위해 기울였던 노력과 그 결과에 대해 기술하세요.,57
"10년 후, 회사 內 본인의 모습을 그려보세요.",26
"다른 사람을 배려하는 마음이 어느 정도라고 생각하는지, 그와 관련된 사례를 기술해 주십시오.(세부 질문 참조/띄어쓰기 포함 400자 이내 작성)",80
귀하는 자신의 변화와 혁신을 위해 스스로 하고 있는 것에 대해 기술해 주십시오.(세부 질문 참조/띄어쓰기 포함 400자 이내 작성),73
"지금까지 자신이 다른 사람에게 설명해야 했던 가장 복잡하거나 어려웠던 아이디어, 상황 또는 경험에 대해 기술해 주십시오.(세부 질문 참조/띄어쓰기 포함 400자 이내 작성)",96
"굿네이버스의 사명 및 행동강령 중 본인이 가장 가치있게 생각하는 점은 무엇이며, 그 이유를 기술하시오.",57
인생의 고난시기 혹은 실패경험과 그 극복과정을 기술하시오.,32
"본인의 장/단점은 무엇이며, 입사 후 장점이 어떻게 활용되고 단점은 어떻게 보완할 수 있겠는지 기술하시오.",59
"굿네이버스 인으로서 이루고 싶은 목표는 무엇이며, 그 목표를 성취하기 위하여 향후 10년간 어떠한 준비와 노력을 할 수 있을지 기술하시오.",77
성격의 장ㆍ단점,8
인생의 목표와 그 이유,12
취미ㆍ특기(수행빈도 및 수준을 포함하여 기술),25
본인이 소중하게 생각하는 3가지,17
지금까지 이룬 가장 큰 성취 3가지,19
"농협은행 입사 후 목표가 무엇인지 제시하고, 그 목표를 달성하기 위해 어떠한 준비를 하였는지 기술하시오.",58
"개인과 조직의 목표가 달랐던 경험을 제시하고, 구체적으로 어떤 역할과 행동으로 목표를 달성하였는지 기술하시오.",61
"‘책임’이라는 단어의 의미를 정의해 보고, 책임과 관련된 경험에 대해 기술하시오.",45
"본인이 생각하는 범농협 비전 「농업인이 행복한 국민의 농협」의 의미에 대하여 설명하고,",48
". 농협은행이 더욱 발전하기 위한 제안 한 가지, 그리고 면접관에게 꼭 말하고 싶은 점이 있다면 자유롭게 기술하여 주십시오.",69
가정환경 및 성격,9
학교생활 생활태도,9
생활신조 및 성격의 장단점 (600자),21
본인이 해당직무를 잘 수행할 수 있는 이유와 해당직무에 대한 본인의 Vision(600자),50
"조직(회사, 학교, 부서, 동아리 등)의 구성원으로서 목표달성을 위해 노력한 경험과 힘들었던 갈등상황 극복 방법(600자)",68
지원 분야의 직무수행에 있어 본인의 강점과 약점은 무엇이라 생각하십니까?,40
과거 경험 중 달성하기 어려웠던 목표(일)은 어떤 것이 있었으며 결과는 어떠했습니까?,47
상황이 어렵거나 힘이 들 때 스스로 동기부여하고 성취욕을 자극하는 요소가 있다면 무엇입니까? (1000자 이내),62
주어진 과제나 일을 수행하는 데 있어 귀하가 생각하는 성공의 기준은 무엇입니까? (1000자 이내),55
자신을 믿는 것이야말로 가장 뛰어난 재능이다.,25
윤철홍을 이겨라!,9
"프리드라이프의 따뜻한, 부드러운 사원이 되겠습니다.",28
열린인사노무법인 - 내가 회사의 주인이란 생각으로! (2013.04.01 ~ 재직중),47
우리은행 - 고객이 100프로 만족할 때까지! (2011.06-27 ~ 2011.09.16),51
동부화재 엔커스손해사정 - 고객은 무슨 말이라도 할 수 있는 권리를 가진 자. (2010.02.01 ~ 2010.05.31),69
신한카드 - 신용의 중요성을 항상 잊지 않겠습니다. (2009.02.09 ~ 2009.07.24),54
본인 소개,5
"사회봉사활동, 동아리",11
"인생에서 가장 열정을 쏟았던 본인만의 경험(100자 ~ 3,000자 제한)",41
"위메프에서 성취하고자 하는 비전과 목표 (100자 ~ 3,000자 제한)",40
고객의 돈과 시간을 아껴주기 위하여 본인이 지원한 직무에서 어떠한 일들을 할 수 있는가? (30자 ~ 300자 제한),65
웅진씽크빅 영업 인턴 관리자 모집에 지원하게 된 동기를 기술해 주시기 바랍니다.,44
자신의 장/단점,8
"당신이 회사를 선택하는 기준은 무엇이며, 왜 샘표 식품이 그 기준에 부합한지를 설명해 주십시오.",53
삼양그룹과 해당 직무에 지원하는 이유를 기재해주십시오. (800자),37
본인이 지원하는 직무에 있어 그 일을 잘할 수 있는 차별화 된 역량과 경험에 대하여 기술해주십시오. (800자),62
입사 후 10년 내 이루고자 하는 목표(비전)와 이를 달성하기 위한 계획에 대하여 기재해주십시오. (800자),61
삼성 취업을 선택한 이유/ 회사에서 이루고 싶은 꿈 700,32
최근 사회이슈,7
성격 장·단점,7
우리 공단에 입사 지원한 동기 및 입사 후 실천하고자 하는 목표를 다른 사람과 차별화된 본인의 역량과 결부시켜 작성해 주십시오.,71
현재 우리공단은 국정과제를 수행하고 있다. 국정과제를 통해 공단의 위상과 이미지를 제고시키기 위해서는 먼저 공단조직에 대한 내외부 환경분석이 필요하다. 어떻게 환경분석을 할 것인지 설명하십시오.,108
대규모 신규직원 채용으로 조직 내 직원들의 세대간 격차가 벌어져 소통의 문제가 예상된다. 이러한 문제를 어떻게하면 해결 할 수 있을지 설명하십시오.,82
"중요한 업무 내용 전달을 위한 효율적인 방법(이메일, 전화, SNS 등)은 무엇이며, 그 이유를 설명하십시오.",61
직장인으로서의 직업윤리가 왜 중요한지 본인의 가치관을 중심으로 설명하십시오.,42
기타 (자유롭게 기술),12
"선택하신 희망회사에 제출하는 에세이입니다. 아래 4가지 사항을 포함하여 자유롭게 기술하시기 바랍니다. (3,000자 이내)",68
포천파워가 귀하를 채용해야 하는 이유는 무엇입니까? [400자 이내],38
귀하께서 포천파워 CEO라면 어떠한 신입사원을 채용하겠습니까? [400자 이내],44
가장 존경하는 기업인과 그 이유를 기술해 주십시오. [400자 이내],38
희망직무에 대한 열정 및 학습의지 : 95점,24
더 탁월해지기 위하여 스스로 노력하는 성취지향적 태도 : 95점,35
동료들과 협력하고 전체를 위하여 노력하는 팀워크 : 100점,33
시장 변화 및 고객 요구에 민감하게 대응하는 고객지향적 태도 : 100점,40
My Competence_본인이 가진 열정과 역량에 대하여(500자~1000자),44
My Story_본인이 이룬 가장 큰 성취경험과 실패경험에 대하여(100자~500자),47
My Future_본인의 10년 후 계획에 대하여(100자~500자),38
경험기술서(1280 /1500자),18
공동의 이익을 위해 본인의 희생을 감수하면서 업무를 수행했던 경험이 있다면 이야기 해 주시기 바랍니다. (466/500자),68
소속된 조직 및 단체생활 중 공동의 목표를 달성하기 위해 조직원들과 협력하여 문제를 해결했던 경험에 대해 기술해 주십시오. (495 /500자),80
조직 또는 집단 생활 중 어떤 문제점을 찾아 개선하거나 새로운 프로세스를 제안하며 일을 진행했던 경험에 대해 기술해 주십시오. (497 /500자),82
건설근로자공제회의 필요성과 건설근로자공제회가 향후 나아갈 방향에 대해 본인의 의견을 기술해 주십시오. (486 /500자),68
"CJ오쇼핑 해당 직무를 지원한 동기는 무엇인가요? ① 해당 직무를 잘 수행할 수 있다고 생각하는 본인의 성격 및 가치관 ② 오쇼핑에 입사하여 이루고 싶은 인생 목표를 반드시 포함하여 작성해주세요. [1,000자]",118
"자기주도적으로 목표를 설정하여 끝까지 완수해낸 경험을 작성해 주세요. ① 설정한 목표와 이유 ② 그 과정에서 본인이 수행한 역할 ③ 해당 경험에서 발생한 문제점 및 해결방안 ④ 해당 경험을 통해 얻은 점을 포함하여 작성해 주시기 바랍니다. [1,000자] 직무와 무관하여도 상관없습니다.)",161
"당행에서 근무하고 싶은 부서 1개를 선정하고, 그 부서 업무에 기여할 수 있는 지원자의 역량과 근무를 통해 쌓고 싶은 경험을 각각 기술하여 주십시오. (400자 이내)",93
"동질감을 느낀 적이 있거나 공통점이 있다고 생각하는 유명인 또는 도서, 영화, 연극, 게임 속 가상의 인물을 제시하고, 동질감을 느낀 이유나 공통점을 설명하여 주십시오. (400자 이내)",104
책임감이나 순발력을 이용하여 예상치 못한 상황을 극복한 사례를 제시하여 주십시오. (400자 이내),55
자랑할 만한 자신의 능력이나 성취한 일을 기술하세요.,29
자신의 인생에서 가장 힘들었던 일(시기)과 그 극복방법을 기술하세요.,38
SL이 새로운 사업을 모색한다면 어떤 분야가 좋을지 기술해 주세요.,37
자신을 대표하는 슬로건과 함께 본인에 대해 서술하시오.,30
오비맥주 영업직에 왜 자신이 적합하다고 생각하는지에 대한 구체적인 이유를 서술하시오.,47
"오비맥주 영업직으로 근무하면서 직면하게 될 어려움이 무엇이라고 예상하며, 이를 극복하기 위한 자신만의 노하우가 무엇인지 서술하시오.",73
"지금까지 살아오면서 본인이 느낀 가장 큰 성취감은 무엇인지 당시 상황, 자신의 행동, 결과물 등에 대해 구체적으로 서술하시오.",70
우리공사 지원 사유,10
본인의 장·단점 및 단점 극복방안,18
"성취한 일 중에서 가장 기억에 남는 일과, 그것을 성취하기 위해 어떠한 노력을 했는지?",48
관심분야 및 자기개발 계획,14
직무 관련 보유 지식·자격·경험·경력에 대해 자세히 기술,31
My story,8
My competence,13
"관심- 우리은행 영업점과 다른 시중은행 영업점을 직접 방문하시고, 우리은행이 상대적으로 우수한 점과 개선해야 할 점을 비교 설명하여 주세요.",78
소양- 우리은행에서 근무하는데 지침서로 삼을 만한 책을 한 권 추천하고 선정이유에 대하여 말씀하여 주세요.(금융서적 제외),68
과거에 경험했던 의미 있는 일이나 활동 중에 끼와 열정을 바탕으로 “몰입”했던 경험에 대해 서술하시오. (1000자. 10단락 이내),74
소속된 조직에 대해 잘못된 관행을 개선하거나 변화를 주도했던 경험에 대해 서술하시오.,47
"특정 분야(일)에서 최고가 되기 위해 노력했거나 최고의 성과를 냈던 경험을 아래의 요소를 반드시 포함하여 기술하시오.(1000자, 10단락 이내)",81
"지원분야에서 성과를 내기 위해 필요한 역량이 무엇이라고 생각하는지 기술하고, 그 역량을 갖추기 위하여 본인이 직접 했던 노력에 대해 서술하시오.",80
"자신의 인생에서 가장 어려웠던 점과 어떻게 극복하였는가를 서술하시오. (군대 생활, 해외 경험 제외) (700자 이내)",66
"주변사람들과 비교하였을 때, 남들과는 다른, 본인만의 특징을 구체적으로 서술하시오. (끈기, 성실성, 근면성 등 일반적인 특징 제외) (700자 이내)",84
본인의 10년 후 모습에 대해 서술하시오. (700자 이내),33
자기성격의 장점과 단점,12
새마을금고를 선택한 동기 또는 입사 후 마음가짐과 태도,30
자동차 부품 산업에 대해 관심을 갖게 된 계기 및 현대자동차그룹 고용디딤돌 프로그램을 통해 얻고자 하는 귀하의 목표는 무엇입니까?,72
"학창시절 단체활동 또는 프로젝트/과제수행 중 가장 힘들었던 점은 무엇이고, 그것을 어떻게 극복 또는 해결했는지 그 과정을 서술해주세요.",75
여러분이 해당 계열사와 직무를 지원한 동기는 무엇인가요?,31
"스스로 높은 목표를 세우고, 목표 달성을 위해 노력했던 경험에 대해 구체적으로 작성해 주세요.(1000자이내, 대학시절 혹은 졸업 후 경험으로 작성)",83
본인이 해당직무를 잘 수행할 수 있는 이유와 해당직무에 대한 본인의 Vision,44
학업 외 경험사항,9
희망직무와 직무준비사항,12
성격 및 특성,7
자유기술(400자),10
학교생활 및 경험사항,11
"한국산업단지공단에 지원한 동기(관심을 가지게 된 계기, 시기 등)와 입사 후 실천하고자  하는 목표를 차별화된 본인의 역량과 결부시켜 기술해 주십시오.",84
귀하가 우리 공단에 기여할 수 있는 적합한 인재로서 보유한 능력은 무엇인지 기술해 주십시오.,51
자신이 활동했던 조직이나 단체에서 다른 사람과 갈등상황이 생겼을 때 그 문제를 효과적으로 해결했던 경험을 상황 –행동 –결과 중심으로 구체적으로 기술해 주십시오.,90
"예상치 못했던 문제(시간, 예산, 인적자원 등)로 인해 계획대로 일이 진행되지 않았을 때, 책임감을 가지고 적극적으로 끝까지 업무를 수행해내어 성공적으로 마무리했던 경험이 있으면 기술해 주십시오.",109
녹십자의 강점과 약점에 대해 말씀해 주세요.,24
녹십자의 비전과 나의 비전에 대해 말씀해 주세요.,27
본인의 봉사활동에 대해 말씀해주세요.,20
장점(200자 이내),11
보완점(200자 이내),12
성격 및 인생관,8
"조직(회사, 학교, 부서, 동아리)의 구성원으로서 목표달성을 위해 노력한 경험 및 공정한 업무처리로 조직에서 신뢰를 얻었던 경험에 대해 기술하시오. 400자",87
스트레스 상황 또는 포기하고 싶었던 상황에서 업무(학업)을 처리(수행)했던 경험에 대해 기술하시오. 400자,60
본인이 우리 회사와 지원한 직무에 적합하다고 생각하는 이유를 구체적으로 기술해 주십시오.(성향/전문지식/역량)[400자 이상 1000자 이내],79
"본인의 인생의 Role Model은 누구이며, 그 이유와 그분을 닮기 위해 현재 어떤 노력을 하고 있는지 구체적으로 기술해 주십시오.[400자 이상 1000자 이내]",92
'LIG for Tomorrow'는 '내일을 위한 LIG'라는 LIG Group의 슬로건 입니다. 이와 같이 본인 고유의 슬로건을 10자 이내로 작성해 주십시오.[2자 이상 20자 이내],104
"'열정적으로 새로운 가치를 창조할 수 있는 인재'가 되기 위한 본인의 핵심역량은 무엇인지 구체적인 경험을 통해 기술해 주십시오.(학교생활, 동아리활동, 해외경험, 봉사활동 등)",98
가장기억에 남는 성과 혹은 실패,17
특별한 경험,6
"자신의 소신, 원칙이나 기준을 지키려 하지만 상황적으로 지키기 어려울 때가 있습니다. 이런 일을 겪었던 경험에 대해 당시 정황, 느꼈던 생각, 일의 결과 등을 포함하여 구체적으로 작성해 주십시오.",109
‘창의성’ 이란 무엇인지에 대해 본인의 구체적 경험을 예로 들면서 최대한 이해하기 쉽게 설명해 주십시오.,58
"사물이나 현상의 원인과 결과 사이에서 관찰된 규칙적 보편성을 ‘법칙’이라고 한다면, 자신의 지난 삶을 단계별로 구분하여 기존에 알려진 ‘법칙’ 으로 표현하고 그 이유를 설명해 주십시오.",103
본인의 논리적 사고력 형성에 가장 큰 영향을 미쳤던 것은 무엇인지에 대해 본인의 경험을 중심으로 상세히 설명해 주십시오.,67
지원한 이유 300자 이내,14
성장배경 300자 이내,12
대학시절 시간을 투자해 열의를 다한 경험 300자,27
사회 경험 구체적 기술 300자,17
성격의 장단점 및 보완노력에 대하여,19
정직함에 대하여,8
"[진취적 성향]자신에게 주어진 일이나 과제를 수행하는데 있어, 고정관념을 깨고 창의적으로 문제를 해결했던 사례에 대해 구체적으로 기술하시오(600자 이내)",86
"[서비스 정신과 올바른 예절]본인이 경험한 최고의 서비스, 최악의 서비스에 대해 기술하고, 그렇게 판단한 근거 및 사유에 대해 설명하시오.(600자 이내)",86
"[국제적 감각]항공사 직원이 함양해야 할 국제적 감각이란 무엇이며, 이 역량을 배양하기 위해 본인은 어떠한 노력을 기울였는지 기술하시오.(600자 이내)",85
[성실한 조직인]과거 타인과의 인간관계에서 가장 힘들었던 갈등상황과 이를 슬기롭게 극복할 수 있었던 본인의 전략 및 노하우에 대해 기술하시오.(600자 이내),88
현대자동차 해당 직무 분야에 지원하게 된 이유와 선택 직무에 본인이 적합하다고 판단할 수 있는 이유 및 근거를 제시해 주십시오.(3000자 이내),81
자신이 지원한 분야에서 뛰어난 전문가가 되기 위해 기울이고 있는 노력에 대해 구체적으로 서술해주십시오. (500),63
팀(조직) 내에서 갈등을 극복한 경험이 있다면 귀하는 어떠한 노력을 했습니까? (500),49
"자신이 규칙 및 규정준수, 준법성 등과 같은 공동체 윤리를 중요하게 여기는 사람임을 입증할 수 있는 사례를 구체적으로 서술해주십시오. (500)",80
"경동에 지원한 동기 및 해당 직무를 선택한 이유, 그리고 그 분야에 본인이 적합하다고 생각하는 근거에 대해 서술하시오. (600자 이내) (1300byte) (563자)",94
"""자신""에 대해 서술하시오. (600자 이내) (1300byte) (538자)",43
"자신의 가장 자랑스러운 성취경험 또는 자신을 가장 힘들게 했던 실패경험은 무엇이었으며, 그것을 달성 또는 극복하기 위해 했던 노력에 대해 구체적으로 서술하시오. (600자 이내) (1300byte) (598자)",117
"본인이 생각하는 '고객만족'이란 무엇인지 정의하고, 향후 경동의 일원으로서 어떻게 이를 실현할 계획인지 서술하시오. (600자 이내) (1300byte) (534자)",92
"글로벌 일류 기업이 갖추어야 할 요건을 제시하고, 이와 관련하여 경동이 향후 나아가야 할 방향에 대해 서술하시오. (600자 이내) (585자)",80
학업 외 열정적이었던 경험,14
직무 준비과정과 본인의 강점과 약점 설명 (실패 혹은 성공 중심의 사례),40
"본인의 말에 대해 끝까지 책임을 다하고, 본인만의 원칙을 지켰던 경험을 서술하십시오.(300자 이상 ~ 1,000자 이내)",68
"변화에 대응하여 어떤 문제를 주도적으로 전심전력을 다해 해결했던 경험을 서술하십시오.(300자 이상 ~ 1,000자 이내)",68
"하나의 목표를 달성하기 위해 타인과 함께 협력하여 합리적인 방안을 찾아 완수했던 경험을 서술하십시오.(300자 이상 ~ 1,000자 이내)",77
"본인이 현재 생각하는 세아는 어떤 기업이며, 입사 후 본인이 만들고 싶은 세아는 어떤 모습인지 서술하십시오.(300자 이상 ~ 1,000자 이내)",81
"LG디스플레이와 지원 직무에 지원하는 동기에 대해 기술해 주십시오. (1000자) (성격 장단점, 직무 관련경험 및 역량, 관심 사항, 개인의 목표 및 비전 등)",90
프로모션 기획능력입니다. ‘환경보호 캠페인’의 기획부터 홍보까지 온/오프라인 채널을 활용하여 ‘우수 서포터즈/교내기여 1등급 장학생’이 되었습니다.,82
영업 전략을 다변화합니다. 4년 동안 카페 아르바이트를 했습니다. 요일/시간/이벤트 날/고객맞춤 음료등 외부환경을 고려하여 단골을 확보했습니다.,80
"자신이 겪은 가장 큰 실패경험 및 극복방법, 실패를 통하여 얻은 교훈에 대하여 기술하시오.",50
"남양공업 입사 후 자신의 경력목표를 단기(3년), 장기(10년)으로 구분하여 기술하시오.",49
본인이 회사를 선택하는데 있어 가장 중요하게 생각하는 가치는 무엇 인지와 입사 후 현대엔지니어링에서 이루고 싶은 비전에 대해 기술해 주십시오,78
본인이 소속된 조직에서 타인과 협력을 통해 공동의 목표를 추구했던 경험과 이를 통해 깨달은 점을 기술해주세요.,61
지원한 분야에서의 전문성 향상과 지식 습득을 위해 본인이 노력한 경험을 토대로 현대엔지니어링이 귀하를 채용해야하는 이유를 기술해주십시오.,76
새로운 환경이나 조직에 들어가서 갈등을 겪었던 경험과 이를 성공적으로 극복했던 사례에 대해서 작성해주십시오.,60
가장 성취감을 느꼈던 일은 무엇이었습니까? 그 일은 시작하게 된 동기와 달성하기 위해 어떤 노력을 기울였는지 작성해 주십시오.,70
"본인이 당사에 꼭 입사해야 하는 이유와 지원 직무를 위해 했던 노력, 그리고 당사에 입사해서 이루고 싶은 목표에 대해 작성해주십시오.",74
귀하가 당사를 지원하게 된 동기에 대해 기술하십시오. (공백 포함 550자),42
지금까지 경험한 가장 특별한 체험이나 남다른 성취가 있다면 기술하십시오. (공백 포함 550자,52
회사 선택 기준과 왜 샘표가 그에 적합한지?,24
"지원직무 선택이유와 해당 직무 위한 노력, 경험, 준비",30
인생에서 가장 중요한 핵심 가치? 구체적 사례 통해,28
최근 5년동안 귀하가 경험한 대표적인 실패사례와 이를 극복하기 위해 어떤 노력?,44
지금까지 해오던 방식에서 벗어나 새로운 것을 도입하거나 또는 새로운 관점에서 일을 추진한 경험의 과정과 결과 기술,63
생활신조 및 인생목표,11
타인과 구분되는 본인만의 경쟁력(능력 또는 강점포함)에 대하여 작성,37
인생 최고의 경험과 가장 후회하는 일에 대하여 작성,28
농협자산관리회사를 직장으로 선택한(지원한) 이유에 대하여 작성,34
지방근무 희망지를 선택한 이유에 대하여 작성(미희망자의 경우 미희망 사유 포함),44
리더쉽 경험,6
과외 경험,5
본인 성격의 장단점을 서술하여 주십시오. (300자 이내),32
해당직무를 지원하게 된 이유는 무엇이며 직무를 잘 수행하기 위해 어떻게 준비해 왔는지 경험 전공 등을 연계하여 서술하여 주십시오. (500자 이내),82
공학적 지식,6
Primavera와 Minitab 등 S/W 기술,27
본인의 경력사항 및 가장 경쟁력 있는 업무 분야를 기재하시오.,34
기존과 다른 방식을 시도하여 효과적으로 개선할 수 있었던 경험에 대해 기재하시오.,45
자신의 강점과 그 강점을 가장 잘 발휘했던 실제 경험에 대해 상세히 서술하여 주십시오.,48
"최근 1~2년 이내에 어떤 일을 맡아 진행하면서, 적당한 수준에서 타협하지 않고 끊임없이 더 나은 결과물을 내기 위해 노력했던 경험에 대해서 서술하여 주십시오.",89
"살면서 가장 성공한 것과 실패한 것 ( 직장, 학교 등 사례 중심 2000자 이내)",46
사회봉사 / 동호회 / 각종 학회 경험 (리더 경험 중심으로 1000자 이내),43
"경력사항(근속 회사 및 근속 기간, 업무 중심 2000자 이내)",35
자신의 장/단점(500자 이내),17
입사 후 가장 해보고 싶은 일 및 10년 후 한성자동차에서 나의 모습 (1000자 이내),49
"타인에게 감동을 주었던 경험을 소개하고, 귀하가 생각하는 '고객감동'의 의미를 기술하십시오. [600자 이내]",61
귀하가 '현장중심'적인 생각을 통하여 성취했던 경험 혹은 실패했던 경험을 기술하십시오. [600자 이내],58
"KB국민은행의 핵심가치(고객지향, 전문성, 혁신성, 신속성, 성과지향) 중 본인을 나타내는 가치와 그 이유를 보여주는 경험을 기술하십시오. (제한없음)",84
"(동아리, 학회, 소그룹 활동 등)의 팀 활동을 하면서 갈등 상황 시 상대방의 니즈나 의도를 명확히 파악하고 해결하여 목표 달성에 기여했던 경험에 대해 작성해 주시기 바랍니다.",98
"(대학, 인턴, 아르바이트 등)의 활동을 하면서 다른 사람이 생각해내지 못했던 문제점을 찾고 이를 해결한 경험에 대해 작성해 주시기 바랍니다.",79
새로운 일을 하게 되었을 때 그 일을 습득하기 위한 자신만의 노하우 및 관련 사례를 작성해 주시기 바랍니다.,60
"(동아리, 학회, 소그룹 모임 등)의 팀 활동 중 다양한 배경 (성격, 문화 등)을 가진 사람들과 업무나 일을 함께 했던 경험에 대해 작성해 주시기 바랍니다.",88
경험 기술,5
"본인의 말에 대해 끝까지 책임을 다하고, 본인만의 원칙을 지켰던 경험을 서술하십시오.(1000자)",54
변화에 대응하여 어떤 문제를 주도적으로 전심전력을 다해 해결했던 경험을 서술하십시오.(1000자),54
하나의 목표를 달성하기 위해 타인과 함께 협력하여 합리적인 방안을 찾아 완수했던 경험을 서술하십시오.(1000자),63
"본인이 현재 생각하는 세아는 어떤 기업이며, 입사 후 본인이 만들고 싶은 세아는 어떤 모습인지 서술하십시오.(1000자)",67
"자신에게 주어졌던 일 중 가장 어려웠던 경험은 무엇이었습니까? 그 일을 하게 된 이유와 그때 느꼈던 감정, 진행하면서 가장 어려웠던 점과 그것을 극복하기 위해 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1000자 10단락 이내)",142
"이제까지 가장 강하게 소속감을 느꼈던 조직은 무엇이었으며, 그 조직의 발전을 위해 헌신적으로 노력했던 것 중 가장 기억에 남는 경험은 무엇입니까? 개인적으로 더 많은 노력을 기울였던 일과 그 때 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1000자 10단락 이내)",162
"자신에게 요구된 것보다 더 높은 목표를 스스로 세워 시도했던 경험 중 가장 기억에 남는 것은 무엇입니까? 목표 달성 과정에서 아쉬웠던 점이나 그때 느꼈던 자신의 한계는 무엇이고, 이를 극복하기 위해 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1000자 10단락 이내)",164
"기존과는 다른 방식을 시도하여 이전에 비해 조금이라도 개선했던 경험 중, 가장 효과적이었던 것은 무엇입니까? 그 방식을 시도했던 이유, 기존 방식과의 차이점, 진행 과정에서 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오. (1000자 10단락 이내)",150
"SK 입사 후 어떤 일을 하고 싶으며, 이를 위해 본인이 무엇을 어떻게 준비해 왔는지 구체적으로 기술하십시오. (1000자 10단락 이내)",77
"전공학습이나 소위 스펙 쌓기와 무관한 일 중, 가장 흥미 있게 한 활동은 무엇이었는지와, 그 이유를 구체적으로 서술하세요 (600자)",74
"실패 혹은 위기를 극복한 경험을 기술하고 이를 통해 배운 점이 무엇인지, 또 이런 경험을 인생에서 어떻게 활용할 수 있을지 서술하세요(600자)",80
"1)지원직무 수행을 위해 필요한 역량(지식, 스킬, 태도)은 무엇이라고 생각하는지 서술하세요 2)본인이 요구 역량을 함양하기 위해 어떤 노력을 해 왔는지 구체적 사례를 중심으로 서술하세요(1500자, 30줄이내)",118
"언제 어떠한 성격의 조직 또는 단체에서 가지게 된 경험이었으며, 당신의 역할은 무엇이었습니까? (100-200)",62
"조직 또는 단체에서 주어진 목표는 무엇이었으며, 재설정한 목표는 그와 어떤 차이가 있었습니까? (100-200)",62
